#  Symb ;    Unic ;  #Freq ;                                   Description	  ; Symb ; arabic_algerian_pseudo_maghribi	; Symb ; arabic_amriki_typeface	; Symb ; arabic_bulaq_ii_typeface	; Symb ; arabic_bulaq_i_typeface	; Symb ; arabic_decotype_typeface	; Symb ; arabic_lotus_linotype	; Symb ; arabic_simplified_typeface	; Symb ; arabic_traditional_typeface	; Symb ; backwards_ya_typeface	; Symb ; eurarabic_i	; Symb ; ottoman_naskh_ii_typeface	; Symb ; ottoman_naskh_i_typeface	; Symb ; ottoman_turkish_naskh_i	; Symb ; ottoman_turkish_naskh_ii	; Symb ; persian_amriki	; Symb ; persian_incunabula	; Symb ; persian_intertype	; Symb ; persian_lotus_linotype_typeface	; Symb ; persian_monotype	; Symb ; persian_watts_typeface	; Symb ; russian_persian_typeface	; Symb ; urdu_naskh_typeface	; Symb ; urdu_nastaliq_typeface
    “   ;  \u201c ;    165 ;                    LEFT DOUBLE QUOTATION MARK	  ;  “   ;      0	                         ;  “   ;      0	                ;  “   ;      0	                  ;  “   ;      0	                 ;  “   ;      0	                  ;  “   ;      0	               ;  “   ;      0	                    ;  “   ;      0	                     ;  “   ;      0	               ;  “   ;      0	     ;  “   ;      0	                   ;  “   ;      0	                  ;  “   ;      0	                 ;  “   ;      0	                  ;  “   ;      0	        ;  “   ;      0	            ;  “   ;      0	           ;  “   ;      0	                         ;  “   ;      0	          ;  “   ;      0	                ;  “   ;      0	                  ;  “   ;     63	             ;  “   ;    102
    ٦   ;  \u0666 ;    111 ;                        ARABIC-INDIC DIGIT SIX	  ;  ٦   ;      0	                         ;  ٦   ;      0	                ;  ٦   ;      0	                  ;  ٦   ;      4	                 ;  ٦   ;      2	                  ;  ٦   ;     31	               ;  ٦   ;      1	                    ;  ٦   ;     18	                     ;  ٦   ;      5	               ;  ٦   ;      0	     ;  ٦   ;      0	                   ;  ٦   ;      3	                  ;  ٦   ;      0	                 ;  ٦   ;      0	                  ;  ٦   ;      0	        ;  ٦   ;      0	            ;  ٦   ;      0	           ;  ٦   ;     11	                         ;  ٦   ;     36	          ;  ٦   ;      0	                ;  ٦   ;      0	                  ;  ٦   ;      0	             ;  ٦   ;      0
    ۷   ;  \u06f7 ;    209 ;             EXTENDED ARABIC-INDIC DIGIT SEVEN	  ;  ۷   ;      0	                         ;  ۷   ;      0	                ;  ۷   ;      2	                  ;  ۷   ;      1	                 ;  ۷   ;      0	                  ;  ۷   ;      0	               ;  ۷   ;      0	                    ;  ۷   ;      0	                     ;  ۷   ;      0	               ;  ۷   ;      0	     ;  ۷   ;      0	                   ;  ۷   ;      4	                  ;  ۷   ;     11	                 ;  ۷   ;      0	                  ;  ۷   ;      0	        ;  ۷   ;      0	            ;  ۷   ;     27	           ;  ۷   ;    153	                         ;  ۷   ;      0	          ;  ۷   ;      1	                ;  ۷   ;      2	                  ;  ۷   ;      1	             ;  ۷   ;      7
    _   ;       _ ;    430 ;                                      LOW LINE	  ;  _   ;      0	                         ;  _   ;      0	                ;  _   ;      0	                  ;  _   ;      0	                 ;  _   ;      0	                  ;  _   ;      2	               ;  _   ;      0	                    ;  _   ;      0	                     ;  _   ;      0	               ;  _   ;      0	     ;  _   ;      0	                   ;  _   ;      0	                  ;  _   ;      0	                 ;  _   ;      0	                  ;  _   ;      0	        ;  _   ;      0	            ;  _   ;      0	           ;  _   ;    417	                         ;  _   ;      6	          ;  _   ;      5	                ;  _   ;      0	                  ;  _   ;      0	             ;  _   ;      0
    \"   ;       \" ;    263 ;                                QUOTATION MARK	  ;  \"   ;      6	                         ;  \"   ;      0	                ;  \"   ;      0	                  ;  \"   ;      0	                 ;  \"   ;      0	                  ;  \"   ;      0	               ;  \"   ;      0	                    ;  \"   ;      0	                     ;  \"   ;     15	               ;  \"   ;      0	     ;  \"   ;      0	                   ;  \"   ;      0	                  ;  \"   ;      0	                 ;  \"   ;      0	                  ;  \"   ;      0	        ;  \"   ;      0	            ;  \"   ;      0	           ;  \"   ;     15	                         ;  \"   ;      0	          ;  \"   ;      0	                ;  \"   ;      0	                  ;  \"   ;      1	             ;  \"   ;    226
    ﻎ   ;  \ufece ;    132 ;                ARABIC LETTER GHAIN FINAL FORM	  ;  ﻎ   ;      1	                         ;  ﻎ   ;      2	                ;  ﻎ   ;      5	                  ;  ﻎ   ;     27	                 ;  ﻎ   ;      3	                  ;  ﻎ   ;      2	               ;  ﻎ   ;      6	                    ;  ﻎ   ;     21	                     ;  ﻎ   ;      2	               ;  ﻎ   ;      4	     ;  ﻎ   ;      3	                   ;  ﻎ   ;      7	                  ;  ﻎ   ;      3	                 ;  ﻎ   ;      0	                  ;  ﻎ   ;      0	        ;  ﻎ   ;      2	            ;  ﻎ   ;      3	           ;  ﻎ   ;     14	                         ;  ﻎ   ;      4	          ;  ﻎ   ;     14	                ;  ﻎ   ;      4	                  ;  ﻎ   ;      2	             ;  ﻎ   ;      3
    ﮊ   ;  \ufb8a ;     25 ;               ARABIC LETTER JEH ISOLATED FORM	  ;  ﮊ   ;      0	                         ;  ﮊ   ;      0	                ;  ﮊ   ;      0	                  ;  ﮊ   ;      0	                 ;  ﮊ   ;      0	                  ;  ﮊ   ;      0	               ;  ﮊ   ;      0	                    ;  ﮊ   ;      0	                     ;  ﮊ   ;      0	               ;  ﮊ   ;      0	     ;  ﮊ   ;      0	                   ;  ﮊ   ;      0	                  ;  ﮊ   ;      1	                 ;  ﮊ   ;      0	                  ;  ﮊ   ;      0	        ;  ﮊ   ;      0	            ;  ﮊ   ;      0	           ;  ﮊ   ;      3	                         ;  ﮊ   ;      0	          ;  ﮊ   ;      2	                ;  ﮊ   ;     15	                  ;  ﮊ   ;      1	             ;  ﮊ   ;      3
    ﭺ   ;  \ufb7a ;     74 ;             ARABIC LETTER TCHEH ISOLATED FORM	  ;  ﭺ   ;      0	                         ;  ﭺ   ;      0	                ;  ﭺ   ;      0	                  ;  ﭺ   ;      0	                 ;  ﭺ   ;      0	                  ;  ﭺ   ;      0	               ;  ﭺ   ;      0	                    ;  ﭺ   ;      0	                     ;  ﭺ   ;      0	               ;  ﭺ   ;      0	     ;  ﭺ   ;      0	                   ;  ﭺ   ;      0	                  ;  ﭺ   ;     32	                 ;  ﭺ   ;      1	                  ;  ﭺ   ;      2	        ;  ﭺ   ;      0	            ;  ﭺ   ;      0	           ;  ﭺ   ;      9	                         ;  ﭺ   ;      0	          ;  ﭺ   ;      8	                ;  ﭺ   ;      0	                  ;  ﭺ   ;      6	             ;  ﭺ   ;     16
    ﻅ   ;  \ufec5 ;     58 ;               ARABIC LETTER ZAH ISOLATED FORM	  ;  ﻅ   ;      0	                         ;  ﻅ   ;      0	                ;  ﻅ   ;      0	                  ;  ﻅ   ;      5	                 ;  ﻅ   ;      3	                  ;  ﻅ   ;      0	               ;  ﻅ   ;      0	                    ;  ﻅ   ;      2	                     ;  ﻅ   ;      0	               ;  ﻅ   ;      3	     ;  ﻅ   ;      3	                   ;  ﻅ   ;      6	                  ;  ﻅ   ;      0	                 ;  ﻅ   ;      2	                  ;  ﻅ   ;      0	        ;  ﻅ   ;      0	            ;  ﻅ   ;      4	           ;  ﻅ   ;      4	                         ;  ﻅ   ;      2	          ;  ﻅ   ;      0	                ;  ﻅ   ;      0	                  ;  ﻅ   ;      4	             ;  ﻅ   ;     20
    2   ;       2 ;    549 ;                                     DIGIT TWO	  ;  2   ;      1	                         ;  2   ;      0	                ;  2   ;      0	                  ;  2   ;      1	                 ;  2   ;      1	                  ;  2   ;      0	               ;  2   ;    126	                    ;  2   ;      0	                     ;  2   ;    184	               ;  2   ;     35	     ;  2   ;      0	                   ;  2   ;      0	                  ;  2   ;      0	                 ;  2   ;      0	                  ;  2   ;      2	        ;  2   ;      0	            ;  2   ;     33	           ;  2   ;      2	                         ;  2   ;      0	          ;  2   ;      3	                ;  2   ;    141	                  ;  2   ;      1	             ;  2   ;     19
    5   ;       5 ;    257 ;                                    DIGIT FIVE	  ;  5   ;      1	                         ;  5   ;      0	                ;  5   ;      0	                  ;  5   ;      0	                 ;  5   ;      0	                  ;  5   ;      0	               ;  5   ;     68	                    ;  5   ;      0	                     ;  5   ;     51	               ;  5   ;     65	     ;  5   ;      0	                   ;  5   ;      0	                  ;  5   ;      0	                 ;  5   ;      0	                  ;  5   ;      4	        ;  5   ;      0	            ;  5   ;      6	           ;  5   ;      0	                         ;  5   ;      0	          ;  5   ;      5	                ;  5   ;     45	                  ;  5   ;      1	             ;  5   ;     11
    6   ;       6 ;    233 ;                                     DIGIT SIX	  ;  6   ;      1	                         ;  6   ;      0	                ;  6   ;      0	                  ;  6   ;      0	                 ;  6   ;      0	                  ;  6   ;      0	               ;  6   ;     68	                    ;  6   ;      0	                     ;  6   ;     64	               ;  6   ;     23	     ;  6   ;      0	                   ;  6   ;      0	                  ;  6   ;      0	                 ;  6   ;      0	                  ;  6   ;      2	        ;  6   ;      0	            ;  6   ;     21	           ;  6   ;      0	                         ;  6   ;      0	          ;  6   ;      0	                ;  6   ;     45	                  ;  6   ;      1	             ;  6   ;      8
    ݣ   ;  \u0763 ;     63 ;     ARABIC LETTER KEHEH WITH THREE DOTS ABOVE	  ;  ݣ   ;      0	                         ;  ݣ   ;      0	                ;  ݣ   ;      0	                  ;  ݣ   ;      0	                 ;  ݣ   ;      0	                  ;  ݣ   ;      0	               ;  ݣ   ;      0	                    ;  ݣ   ;      0	                     ;  ݣ   ;      0	               ;  ݣ   ;      0	     ;  ݣ   ;      0	                   ;  ݣ   ;      0	                  ;  ݣ   ;     48	                 ;  ݣ   ;     15	                  ;  ݣ   ;      0	        ;  ݣ   ;      0	            ;  ݣ   ;      0	           ;  ݣ   ;      0	                         ;  ݣ   ;      0	          ;  ݣ   ;      0	                ;  ݣ   ;      0	                  ;  ݣ   ;      0	             ;  ݣ   ;      0
    ۵   ;  \u06f5 ;    229 ;              EXTENDED ARABIC-INDIC DIGIT FIVE	  ;  ۵   ;      0	                         ;  ۵   ;      0	                ;  ۵   ;      2	                  ;  ۵   ;      0	                 ;  ۵   ;      0	                  ;  ۵   ;      0	               ;  ۵   ;      0	                    ;  ۵   ;      0	                     ;  ۵   ;      0	               ;  ۵   ;      0	     ;  ۵   ;      0	                   ;  ۵   ;      2	                  ;  ۵   ;      5	                 ;  ۵   ;      0	                  ;  ۵   ;      0	        ;  ۵   ;      0	            ;  ۵   ;     41	           ;  ۵   ;    157	                         ;  ۵   ;      0	          ;  ۵   ;      1	                ;  ۵   ;      5	                  ;  ۵   ;      2	             ;  ۵   ;     14
    ٰ    ;  \u0670 ;    123 ;                ARABIC LETTER SUPERSCRIPT ALEF	  ;  ٰ    ;      0	                         ;  ٰ    ;      0	                ;  ٰ    ;      0	                  ;  ٰ    ;      0	                 ;  ٰ    ;      0	                  ;  ٰ    ;      0	               ;  ٰ    ;      0	                    ;  ٰ    ;      0	                     ;  ٰ    ;      0	               ;  ٰ    ;      0	     ;  ٰ    ;      0	                   ;  ٰ    ;      0	                  ;  ٰ    ;      0	                 ;  ٰ    ;      0	                  ;  ٰ    ;      0	        ;  ٰ    ;      0	            ;  ٰ    ;      0	           ;  ٰ    ;      0	                         ;  ٰ    ;      0	          ;  ٰ    ;      0	                ;  ٰ    ;      0	                  ;  ٰ    ;      5	             ;  ٰ    ;    118
    ﭻ   ;  \ufb7b ;    121 ;                ARABIC LETTER TCHEH FINAL FORM	  ;  ﭻ   ;      0	                         ;  ﭻ   ;      0	                ;  ﭻ   ;      0	                  ;  ﭻ   ;      1	                 ;  ﭻ   ;      0	                  ;  ﭻ   ;      0	               ;  ﭻ   ;      0	                    ;  ﭻ   ;      0	                     ;  ﭻ   ;      0	               ;  ﭻ   ;      0	     ;  ﭻ   ;      0	                   ;  ﭻ   ;      0	                  ;  ﭻ   ;      9	                 ;  ﭻ   ;      0	                  ;  ﭻ   ;      0	        ;  ﭻ   ;      0	            ;  ﭻ   ;     12	           ;  ﭻ   ;     22	                         ;  ﭻ   ;      0	          ;  ﭻ   ;      7	                ;  ﭻ   ;      4	                  ;  ﭻ   ;      8	             ;  ﭻ   ;     58
    !   ;       ! ;    169 ;                              EXCLAMATION MARK	  ;  !   ;      0	                         ;  !   ;      0	                ;  !   ;      0	                  ;  !   ;      0	                 ;  !   ;      0	                  ;  !   ;      0	               ;  !   ;      2	                    ;  !   ;      3	                     ;  !   ;      1	               ;  !   ;      0	     ;  !   ;      0	                   ;  !   ;      0	                  ;  !   ;      0	                 ;  !   ;      2	                  ;  !   ;      0	        ;  !   ;      0	            ;  !   ;      5	           ;  !   ;     49	                         ;  !   ;      0	          ;  !   ;      0	                ;  !   ;      0	                  ;  !   ;     24	             ;  !   ;     83
